invoice_no,customer_id,category,quantity,price,invoice_date,shopping_mall,gender,age,payment_method
I127184,C296156,Clothing,2,600.16,10-10-2022,Emaar Square Mall,Female,25.0,Debit Card
I192394,C299649,Shoes,2,1200.34,26-07-2022,Kanyon,Male,34.0,Cash
I131587,C235250,Cosmetics,2,81.32,02-10-2022,Emaar Square Mall,Female,20.0,Cash
I437134,C117866,Toys,1,35.84,01-10-2021,Viaport Outlet,Female,36.0,Credit Card
I308303,C741879,Clothing,2,600.16,20-12-2022,Zorlu Center,Female,36.0,Credit Card
I987661,C110843,Cosmetics,3,121.98,05-11-2021,Mall of Istanbul,Female,39.0,Cash
I187643,C112624,Technology,5,5250.0,16-10-2022,Zorlu Center,Male,62.0,Credit Card
I308105,C278873,Food & Beverage,4,20.92,17-09-2021,Istinye Park,Male,18.0,Credit Card
I707730,C425792,Cosmetics,1,40.66,01-03-2021,Istinye Park,Female,35.0,Credit Card
I975873,C210417,Food & Beverage,2,10.46,13-01-2021,Istinye Park,Male,18.0,Cash
I328532,C923724,Toys,3,107.52,10-09-2022,Metrocity,Female,41.0,Cash
I111807,C248945,Shoes,5,3000.85,29-04-2021,Zorlu Center,Female,38.0,Debit Card
I212316,C142655,Food & Beverage,2,10.46,13-04-2022,Kanyon,Male,42.0,Credit Card
I252614,C313052,Cosmetics,1,40.66,21-10-2021,Kanyon,Male,21.0,Debit Card
I157454,C587144,Clothing,1,300.08,29-08-2022,Viaport Outlet,Male,58.0,Cash
I153578,C271336,Clothing,4,1200.32,03-08-2022,Istinye Park,Female,30.0,Credit Card
I162230,C599749,Cosmetics,1,40.66,24-01-2023,Mall of Istanbul,Female,49.0,Cash
I258991,C405956,Food & Beverage,4,20.92,09-07-2021,Zorlu Center,Male,51.0,Cash
I327961,C252500,Souvenir,2,23.46,24-02-2023,Cevahir AVM,Male,65.0,Cash
I187874,C194270,Books,4,60.6,21-01-2023,Mall of Istanbul,Male,33.0,Cash
I318132,C253275,Clothing,2,600.16,15-11-2022,Cevahir AVM,Male,39.0,Cash
I835872,C156390,Technology,3,3150.0,17-01-2021,Metropol AVM,Female,61.0,Credit Card
I299354,C302047,Technology,1,1050.0,06-11-2022,Mall of Istanbul,Female,62.0,Cash
I277947,C284013,Books,3,45.45,06-09-2021,Metrocity,Male,39.0,Cash
I165959,C163069,Clothing,2,600.16,05-07-2021,Metrocity,Male,24.0,Debit Card
I315209,C330263,Clothing,2,600.16,02-02-2023,Mall of Istanbul,Female,40.0,Debit Card
I102737,C112982,Technology,3,3150.0,09-08-2022,Mall of Istanbul,Female,68.0,Cash
I223993,C318751,Cosmetics,4,162.64,04-02-2023,Istinye Park,Male,47.0,Credit Card
I294186,C223730,Cosmetics,5,203.3,21-04-2021,Forum Istanbul,Female,42.0,Debit Card
I235328,C931140,Clothing,3,900.24,01-03-2022,Mall of Istanbul,Female,35.0,Credit Card
I138254,C132596,Toys,1,35.84,05-06-2021,Kanyon,Male,49.0,Cash
I273166,C815110,Food & Beverage,3,15.69,13-08-2021,Mall of Istanbul,Male,67.0,Credit Card
I456351,C186279,Souvenir,3,35.19,05-01-2022,Emaar Square Mall,Female,69.0,Credit Card
I246030,C785726,Cosmetics,1,40.66,15-03-2021,Mall of Istanbul,Female,52.0,Credit Card
I125352,C207437,Shoes,1,600.17,02-08-2022,Viaport Outlet,Female,51.0,Debit Card
I338359,C811414,Food & Beverage,4,20.92,02-08-2022,Mall of Istanbul,Female,53.0,Credit Card
I150282,C234049,Food & Beverage,1,5.23,28-03-2022,Metropol AVM,Female,33.0,Debit Card
I237567,C136606,Food & Beverage,2,10.46,05-01-2021,Metropol AVM,Female,28.0,Cash
I147013,C146494,Cosmetics,2,81.32,29-03-2022,Kanyon,Male,37.0,Credit Card
I193831,C417563,Clothing,3,900.24,19-12-2022,Mall of Istanbul,Female,21.0,Credit Card
I236808,C739039,Clothing,2,600.16,13-02-2021,Kanyon,Female,66.0,Debit Card
I141055,C262302,Cosmetics,1,40.66,16-12-2022,Kanyon,Male,53.0,Cash
I266017,C326365,Cosmetics,1,40.66,07-06-2021,Viaport Outlet,Female,37.0,Debit Card
I286030,C328471,Clothing,5,1500.4,25-09-2021,Emaar Square Mall,Female,25.0,Credit Card
I653178,C176551,Food & Beverage,5,26.15,09-01-2023,Kanyon,Female,27.0,Credit Card
I937305,C201061,Technology,3,3150.0,01-11-2021,Metrocity,Female,34.0,Debit Card
I687382,C412274,Clothing,1,300.08,08-05-2022,Mall of Istanbul,Male,32.0,Debit Card
I652534,C243671,Cosmetics,2,81.32,02-12-2021,Cevahir AVM,Male,19.0,Credit Card
I126431,C316193,Cosmetics,4,162.64,09-05-2021,Mall of Istanbul,Female,25.0,Cash
I165801,C126904,Clothing,3,900.24,13-11-2022,Kanyon,Male,36.0,Cash
I245243,C282243,Clothing,3,900.24,15-07-2022,Mall of Istanbul,Female,61.0,Cash
I155589,C317277,Shoes,2,1200.34,23-09-2022,Istinye Park,Female,30.0,Credit Card
I282257,C215300,Souvenir,2,23.46,04-04-2021,Kanyon,Female,19.0,Credit Card
I226368,C117004,Toys,4,143.36,02-01-2021,Cevahir AVM,Male,27.0,Cash
I238899,C750318,Clothing,2,600.16,13-04-2021,Metrocity,Male,27.0,Cash
I171870,C111420,Toys,3,107.52,01-08-2022,Istinye Park,Female,39.0,Credit Card
I300117,C968038,Clothing,3,900.24,03-01-2023,Metrocity,Female,60.0,Debit Card
I389708,C202257,Cosmetics,5,203.3,24-06-2022,Mall of Istanbul,Female,38.0,Cash
I106688,C184839,Food & Beverage,5,26.15,23-06-2021,Forum Istanbul,Female,25.0,Credit Card
I233773,C103006,Books,3,45.45,04-09-2022,Kanyon,Male,31.0,Credit Card
I299435,C231573,Clothing,5,1500.4,21-08-2021,Zorlu Center,Male,62.0,Debit Card
I247839,C184299,Clothing,1,300.08,17-02-2023,Kanyon,Female,41.0,Credit Card
I124799,C168469,Food & Beverage,3,15.69,28-04-2021,Kanyon,Female,22.0,Debit Card
I624089,C959079,Clothing,5,1500.4,22-03-2022,Istinye Park,Female,59.0,Debit Card
I202846,C119189,Books,3,45.45,08-06-2022,Mall of Istanbul,Male,37.0,Cash
I230347,C696396,Souvenir,1,11.73,27-01-2023,Kanyon,Female,42.0,Debit Card
I338421,C312533,Toys,4,143.36,09-06-2022,Mall of Istanbul,Male,25.0,Credit Card
I337678,C924928,Clothing,3,900.24,05-06-2022,Mall of Istanbul,Female,36.0,Credit Card
I106826,C308568,Cosmetics,3,121.98,27-12-2021,Istinye Park,Male,54.0,Credit Card
I299547,C601645,Food & Beverage,2,10.46,30-09-2022,Metrocity,Female,23.0,Debit Card
I315422,C258243,Souvenir,5,58.65,08-09-2021,Metrocity,Male,65.0,Debit Card
I171015,C756132,Clothing,5,1500.4,24-09-2021,Kanyon,Male,60.0,Credit Card
I211362,C152164,Cosmetics,5,203.3,18-01-2022,Metrocity,Female,39.0,Cash
I154426,C208165,Clothing,5,1500.4,23-01-2023,Metropol AVM,Male,48.0,Credit Card
I314713,C101327,Shoes,4,2400.68,03-06-2022,Viaport Outlet,Male,52.0,Debit Card
I106860,C110523,Food & Beverage,1,5.23,21-05-2022,Kanyon,Female,51.0,Cash
I472508,C255441,Cosmetics,3,121.98,28-06-2022,Viaport Outlet,Female,39.0,Cash
I324738,C480221,Cosmetics,5,203.3,03-09-2022,Mall of Istanbul,Female,24.0,Cash
I240626,C655483,Shoes,5,3000.85,08-05-2022,Kanyon,Male,30.0,Credit Card
I250778,C227599,Toys,1,35.84,16-01-2021,Metrocity,Male,55.0,Credit Card
I698377,C294193,Food & Beverage,1,5.23,11-11-2022,Metrocity,Female,50.0,Debit Card
I260704,C110520,Clothing,5,1500.4,02-03-2023,Metrocity,Female,23.0,Credit Card
I155196,C415999,Clothing,2,600.16,01-12-2021,Kanyon,Male,64.0,Cash
I320839,C686642,Food & Beverage,3,15.69,03-05-2021,Zorlu Center,Male,18.0,Credit Card
I855195,C300922,Clothing,3,900.24,21-09-2021,Mall of Istanbul,Male,23.0,Credit Card
I264369,C169649,Toys,2,71.68,11-10-2021,Metrocity,Male,57.0,Cash
I673892,C284621,Food & Beverage,4,20.92,30-11-2021,Kanyon,Male,24.0,Credit Card
I277401,C251187,Cosmetics,2,81.32,08-10-2021,Forum Istanbul,Female,27.0,Credit Card
I325747,C266148,Clothing,5,1500.4,05-10-2022,Metrocity,Female,33.0,Credit Card
I130954,C282878,Cosmetics,3,121.98,17-04-2022,Metrocity,Female,52.0,Cash
I753083,C309317,Toys,5,179.2,13-01-2022,Kanyon,Male,23.0,Credit Card
I209313,C196170,Clothing,2,600.16,17-06-2022,Metrocity,Male,46.0,Credit Card
I294582,C102357,Souvenir,1,11.73,17-10-2022,Metrocity,Female,23.0,Cash
I131683,C203860,Clothing,3,900.24,19-01-2021,Istinye Park,Male,49.0,Credit Card
I887140,C240302,Food & Beverage,3,15.69,27-01-2021,Emaar Square Mall,Female,53.0,Cash
I186756,C187899,Clothing,4,1200.32,13-07-2022,Metrocity,Male,22.0,Credit Card
I264685,C137343,Technology,4,4200.0,05-11-2022,Kanyon,Female,44.0,Debit Card
I273212,C640694,Books,4,60.6,12-02-2023,Metropol AVM,Female,42.0,Credit Card
I167565,C759854,Cosmetics,1,40.66,08-03-2023,Zorlu Center,Female,38.0,Cash
I689076,C792244,Shoes,1,600.17,03-04-2022,Metrocity,Male,35.0,Cash
I136183,C423664,Toys,5,179.2,06-09-2022,Mall of Istanbul,Female,59.0,Credit Card
I161777,C766097,Toys,2,71.68,28-02-2021,Mall of Istanbul,Female,52.0,Credit Card
I549259,C670220,Shoes,5,3000.85,21-06-2022,Metrocity,Female,40.0,Cash
I258738,C247448,Food & Beverage,1,5.23,21-06-2021,Metrocity,Female,33.0,Cash
I285823,C476444,Shoes,5,3000.85,13-03-2021,Zorlu Center,Male,39.0,Cash
I192450,C281961,Souvenir,5,58.65,24-02-2021,Metrocity,Male,49.0,Credit Card
I145987,C148432,Clothing,4,1200.32,01-04-2022,Viaport Outlet,Male,52.0,Credit Card
I163797,C125685,Souvenir,5,58.65,23-02-2022,Mall of Istanbul,Female,41.0,Debit Card
I705401,C138556,Clothing,3,900.24,10-01-2022,Metropol AVM,Female,66.0,Cash
I187818,C240864,Food & Beverage,2,10.46,03-07-2021,Viaport Outlet,Female,55.0,Debit Card
I725048,C934207,Food & Beverage,4,20.92,15-01-2023,Kanyon,Female,58.0,Cash
I289270,C627455,Clothing,5,1500.4,09-02-2021,Viaport Outlet,Male,50.0,Cash
I848407,C115269,Clothing,1,300.08,05-04-2022,Metrocity,Female,46.0,Credit Card
I308594,C184417,Food & Beverage,5,26.15,13-07-2022,Metrocity,Female,51.0,Debit Card
I174999,C279856,Cosmetics,5,203.3,10-03-2022,Metrocity,Female,57.0,Credit Card
I610563,C196255,Clothing,3,900.24,04-10-2021,Mall of Istanbul,Female,24.0,Credit Card
I141691,C213664,Toys,4,143.36,24-02-2022,Zorlu Center,Male,55.0,Credit Card
I698669,C890244,Books,5,75.75,19-04-2022,Istinye Park,Male,61.0,Debit Card
I515200,C100463,Food & Beverage,2,10.46,20-07-2021,Metropol AVM,Male,48.0,Credit Card
I169264,C323685,Shoes,3,1800.51,05-03-2022,Metropol AVM,Male,53.0,Debit Card
I255149,C170261,Food & Beverage,4,20.92,09-08-2022,Mall of Istanbul,Female,43.0,Credit Card
I104790,C809045,Cosmetics,1,40.66,24-06-2022,Istinye Park,Male,33.0,Debit Card
I232938,C309110,Souvenir,3,35.19,21-02-2021,Viaport Outlet,Female,62.0,Debit Card
I175470,C209123,Clothing,2,600.16,07-09-2021,Mall of Istanbul,Male,69.0,Debit Card
I221703,C835531,Technology,1,1050.0,15-05-2022,Forum Istanbul,Female,48.0,Cash
I131648,C296567,Souvenir,5,58.65,31-01-2021,Kanyon,Male,50.0,Credit Card
I287445,C297779,Food & Beverage,4,20.92,06-07-2022,Metrocity,Male,55.0,Cash
I152507,C200367,Technology,1,1050.0,14-05-2021,Emaar Square Mall,Female,52.0,Credit Card
I265048,C296532,Food & Beverage,5,26.15,16-02-2023,Metrocity,Male,37.0,Credit Card
I238586,C165924,Clothing,1,300.08,10-10-2021,Emaar Square Mall,Female,43.0,Credit Card
I185018,C397797,Shoes,5,3000.85,28-12-2021,Mall of Istanbul,Female,69.0,Cash
I275348,C159901,Toys,1,35.84,26-02-2022,Istinye Park,Male,45.0,Credit Card
I219827,C297819,Clothing,3,900.24,05-08-2022,Metropol AVM,Female,50.0,Cash
I104058,C124321,Shoes,2,1200.34,27-08-2022,Metropol AVM,Female,32.0,Cash
I197354,C251300,Cosmetics,5,203.3,27-09-2021,Viaport Outlet,Female,48.0,Credit Card
I205335,C175006,Toys,2,71.68,17-06-2021,Istinye Park,Female,36.0,Cash
I446752,C283909,Toys,1,35.84,15-11-2021,Kanyon,Female,52.0,Credit Card
I176872,C161953,Clothing,1,300.08,09-05-2021,Kanyon,Male,55.0,Credit Card
I622113,C337550,Clothing,1,300.08,27-03-2022,Kanyon,Female,60.0,Cash
I302268,C281501,Clothing,5,1500.4,03-11-2022,Forum Istanbul,Female,64.0,Debit Card
I726482,C950897,Clothing,2,600.16,29-01-2022,Kanyon,Male,26.0,Debit Card
I294226,C198208,Clothing,5,1500.4,16-04-2021,Metrocity,Female,34.0,Credit Card
I933623,C100706,Shoes,3,1800.51,24-01-2022,Mall of Istanbul,Female,43.0,Credit Card
I883022,C186458,Technology,5,5250.0,15-02-2022,Cevahir AVM,Female,68.0,Credit Card
I189373,C225821,Food & Beverage,3,15.69,02-03-2021,Istinye Park,Female,66.0,Cash
I271318,C155225,Books,2,30.3,20-04-2022,Metrocity,Female,51.0,Cash
I137646,C162352,Clothing,2,600.16,28-02-2023,Kanyon,Female,43.0,Cash
I117651,C147700,Cosmetics,5,203.3,31-10-2021,Istinye Park,Male,39.0,Debit Card
I167926,C228581,Clothing,2,600.16,02-01-2023,Mall of Istanbul,Male,54.0,Cash
I141970,C296028,Clothing,4,1200.32,07-01-2021,Metrocity,Female,45.0,Credit Card
I108762,C163975,Clothing,2,600.16,15-08-2021,Viaport Outlet,Female,40.0,Cash
I137289,C161632,Technology,3,3150.0,11-01-2022,Metrocity,Female,27.0,Cash
I144146,C303915,Clothing,1,300.08,19-10-2022,Kanyon,Female,56.0,Debit Card
I482762,C199461,Technology,5,5250.0,10-11-2022,Mall of Istanbul,Female,60.0,Credit Card
I968642,C239035,Books,4,60.6,11-09-2022,Mall of Istanbul,Male,36.0,Debit Card
I280654,C149629,Clothing,1,300.08,22-08-2022,Metropol AVM,Female,23.0,Cash
I413623,C820997,Toys,2,71.68,04-03-2021,Metrocity,Male,49.0,Cash
I156491,C247699,Clothing,4,1200.32,31-10-2021,Mall of Istanbul,Female,47.0,Credit Card
I122111,C149811,Cosmetics,2,81.32,31-03-2021,Metrocity,Female,40.0,Debit Card
I173033,C983589,Souvenir,4,46.92,26-08-2022,Metrocity,Male,28.0,Debit Card
I177813,C247391,Clothing,2,600.16,24-02-2023,Metropol AVM,Female,31.0,Credit Card
I321558,C333823,Souvenir,5,58.65,19-11-2021,Cevahir AVM,Male,40.0,Credit Card
I244879,C771331,Clothing,2,600.16,14-01-2021,Forum Istanbul,Male,33.0,Debit Card
I172007,C313026,Technology,5,5250.0,06-01-2021,Istinye Park,Female,53.0,Credit Card
I333293,C271142,Cosmetics,5,203.3,09-07-2021,Metrocity,Female,57.0,Cash
I273471,C895213,Clothing,5,1500.4,28-04-2021,Mall of Istanbul,Female,18.0,Credit Card
I201818,C155599,Clothing,4,1200.32,02-03-2021,Mall of Istanbul,Female,42.0,Cash
I167023,C788280,Clothing,1,300.08,15-03-2022,Mall of Istanbul,Male,67.0,Cash
I865232,C114989,Clothing,4,1200.32,24-12-2022,Mall of Istanbul,Female,58.0,Credit Card
I841419,C274661,Food & Beverage,2,10.46,26-11-2022,Kanyon,Female,20.0,Cash
I179419,C192683,Shoes,5,3000.85,05-04-2022,Istinye Park,Female,19.0,Cash
I187946,C614990,Cosmetics,4,162.64,23-12-2021,Metrocity,Female,34.0,Credit Card
I242852,C223196,Cosmetics,2,81.32,21-05-2021,Mall of Istanbul,Female,21.0,Cash
I180472,C883222,Souvenir,4,46.92,04-03-2023,Kanyon,Female,30.0,Credit Card
I767878,C367091,Clothing,3,900.24,20-12-2021,Istinye Park,Male,47.0,Debit Card
I106997,C258621,Clothing,2,600.16,31-03-2022,Viaport Outlet,Male,39.0,Credit Card
I226058,C305642,Food & Beverage,2,10.46,26-05-2022,Metrocity,Female,67.0,Cash
I113403,C120939,Food & Beverage,1,5.23,05-12-2021,Istinye Park,Male,18.0,Cash
I254146,C145825,Food & Beverage,2,10.46,05-03-2021,Metrocity,Male,56.0,Cash
I332700,C193953,Souvenir,1,11.73,17-12-2021,Kanyon,Male,19.0,Debit Card
I727960,C116644,Clothing,1,300.08,21-08-2022,Viaport Outlet,Female,57.0,Credit Card
I116766,C139599,Clothing,1,300.08,27-02-2022,Kanyon,Male,24.0,Credit Card
I157847,C723406,Technology,3,3150.0,07-06-2021,Metrocity,Male,69.0,Cash
I117284,C331703,Cosmetics,1,40.66,03-10-2022,Metropol AVM,Female,22.0,Credit Card
I418927,C305142,Food & Beverage,3,15.69,26-04-2022,Istinye Park,Female,66.0,Cash
I225904,C769958,Shoes,5,3000.85,03-10-2021,Zorlu Center,Female,22.0,Credit Card
I215654,C138372,Clothing,5,1500.4,06-07-2022,Metrocity,Female,27.0,Cash
I211751,C922910,Food & Beverage,4,20.92,28-08-2022,Kanyon,Female,59.0,Cash
I738948,C234173,Souvenir,2,23.46,10-08-2021,Istinye Park,Female,51.0,Cash
I179430,C151575,Books,3,45.45,06-06-2022,Zorlu Center,Male,58.0,Cash
I320120,C169036,Shoes,1,600.17,28-07-2021,Kanyon,Male,51.0,Cash
I146590,C335643,Cosmetics,3,121.98,05-11-2021,Mall of Istanbul,Male,64.0,Cash
I190345,C137037,Clothing,4,1200.32,18-02-2023,Metropol AVM,Male,24.0,Cash
I228349,C252597,Toys,1,35.84,24-06-2022,Metropol AVM,Female,35.0,Credit Card
I177287,C234844,Cosmetics,5,203.3,04-01-2021,Metropol AVM,Male,39.0,Credit Card
I322175,C725578,Souvenir,2,23.46,30-10-2021,Metrocity,Male,57.0,Credit Card
I147310,C202302,Clothing,2,600.16,23-02-2023,Metropol AVM,Male,55.0,Credit Card
I745019,C103726,Food & Beverage,4,20.92,05-03-2022,Mall of Istanbul,Female,34.0,Debit Card
I909061,C265653,Clothing,2,600.16,31-01-2022,Kanyon,Male,36.0,Credit Card
I329991,C201012,Shoes,3,1800.51,23-11-2021,Istinye Park,Female,49.0,Credit Card
I290505,C290737,Cosmetics,1,40.66,27-05-2022,Kanyon,Male,68.0,Credit Card
I292056,C353878,Shoes,3,1800.51,01-01-2022,Istinye Park,Female,69.0,Cash
I184190,C111629,Clothing,1,300.08,05-08-2021,Metropol AVM,Female,36.0,Cash
I129963,C234639,Cosmetics,1,40.66,23-02-2021,Emaar Square Mall,Male,66.0,Cash
I131433,C200286,Cosmetics,5,203.3,25-03-2022,Mall of Istanbul,Female,30.0,Cash
I784128,C189693,Shoes,3,1800.51,09-07-2021,Kanyon,Female,58.0,Cash
I603978,C225310,Food & Beverage,3,15.69,09-02-2023,Kanyon,Female,40.0,Credit Card
I408969,C312663,Books,4,60.6,04-08-2022,Forum Istanbul,Male,25.0,Cash
I227384,C272422,Clothing,4,1200.32,27-07-2022,Metropol AVM,Male,46.0,Credit Card
I108615,C217169,Clothing,5,1500.4,07-02-2023,Istinye Park,Female,33.0,Credit Card
I756271,C583876,Technology,1,1050.0,29-09-2022,Viaport Outlet,Female,55.0,Cash
I267431,C703585,Clothing,3,900.24,15-01-2021,Kanyon,Female,38.0,Cash
I317507,C148223,Clothing,3,900.24,02-09-2021,Forum Istanbul,Female,26.0,Cash
I193229,C100349,Clothing,5,1500.4,05-03-2021,Cevahir AVM,Male,40.0,Cash
I130485,C132418,Shoes,2,1200.34,07-04-2022,Metrocity,Male,56.0,Cash
I105654,C227568,Clothing,5,1500.4,31-01-2023,Kanyon,Female,68.0,Credit Card
I161045,C135744,Toys,5,179.2,30-03-2021,Metrocity,Female,40.0,Cash
I312772,C209404,Food & Beverage,1,5.23,16-12-2021,Emaar Square Mall,Female,21.0,Cash
I236675,C528763,Souvenir,3,35.19,15-06-2021,Mall of Istanbul,Female,18.0,Credit Card
I268114,C646979,Toys,2,71.68,25-08-2021,Mall of Istanbul,Male,59.0,Cash
I133741,C303304,Clothing,1,300.08,29-01-2022,Forum Istanbul,Male,51.0,Cash
I202145,C650268,Cosmetics,4,162.64,02-10-2022,Mall of Istanbul,Male,37.0,Credit Card
I885357,C279482,Clothing,1,300.08,15-07-2022,Kanyon,Male,54.0,Debit Card
I159095,C712965,Clothing,1,300.08,03-12-2022,Viaport Outlet,Male,18.0,Cash
I907971,C288725,Clothing,1,300.08,12-11-2021,Metrocity,Male,62.0,Debit Card
I266448,C235012,Food & Beverage,2,10.46,01-08-2021,Emaar Square Mall,Female,33.0,Cash
I217891,C402830,Clothing,1,300.08,13-06-2022,Metropol AVM,Female,28.0,Cash
I127402,C218349,Clothing,1,300.08,19-12-2021,Kanyon,Female,19.0,Cash
I932061,C298046,Shoes,4,2400.68,06-12-2021,Metrocity,Female,24.0,Debit Card
I103865,C117500,Technology,1,1050.0,23-11-2021,Viaport Outlet,Male,28.0,Debit Card
I566701,C648889,Toys,4,143.36,13-09-2021,Metrocity,Male,34.0,Debit Card
I195001,C229467,Clothing,5,1500.4,20-06-2022,Istinye Park,Female,49.0,Cash
I138110,C290162,Food & Beverage,4,20.92,03-04-2022,Mall of Istanbul,Female,50.0,Cash
I538784,C328954,Souvenir,4,46.92,28-03-2022,Forum Istanbul,Male,65.0,Cash
I229522,C689240,Cosmetics,5,203.3,18-10-2022,Mall of Istanbul,Female,22.0,Debit Card
I312671,C230264,Clothing,1,300.08,17-08-2022,Metrocity,Female,69.0,Cash
I158472,C274153,Clothing,4,1200.32,10-03-2022,Metrocity,Female,31.0,Credit Card
I125704,C176047,Clothing,1,300.08,15-02-2023,Zorlu Center,Male,23.0,Credit Card
I230738,C440322,Cosmetics,2,81.32,13-02-2022,Kanyon,Male,65.0,Credit Card
I100364,C231500,Clothing,2,600.16,15-04-2021,Zorlu Center,Female,54.0,Debit Card
I119826,C155257,Toys,1,35.84,20-01-2021,Metrocity,Male,53.0,Debit Card
I307317,C669267,Shoes,2,1200.34,09-02-2021,Istinye Park,Male,18.0,Credit Card
I119195,C523315,Technology,3,3150.0,11-09-2022,Kanyon,Male,66.0,Cash
I333697,C202262,Clothing,1,300.08,10-10-2021,Mall of Istanbul,Male,69.0,Credit Card
I741972,C251265,Clothing,1,300.08,10-10-2022,Metrocity,Female,42.0,Credit Card
I228814,C829745,Clothing,1,300.08,12-12-2021,Cevahir AVM,Female,32.0,Cash
I262174,C905881,Toys,4,143.36,18-01-2022,Metrocity,Female,66.0,Cash
I337935,C170867,Toys,3,107.52,22-07-2022,Metrocity,Female,44.0,Cash
I160266,C311361,Food & Beverage,3,15.69,26-01-2021,Mall of Istanbul,Male,32.0,Credit Card
I552846,C161249,Food & Beverage,2,10.46,23-04-2022,Metrocity,Female,27.0,Cash
I125572,C334714,Technology,1,1050.0,07-07-2021,Forum Istanbul,Male,18.0,Cash
I228636,C111577,Books,1,15.15,15-12-2022,Metropol AVM,Male,25.0,Credit Card
I183356,C213357,Toys,2,71.68,13-07-2021,Metrocity,Male,41.0,Credit Card
I543579,C320801,Souvenir,2,23.46,20-02-2021,Mall of Istanbul,Female,53.0,Debit Card
I855056,C115193,Toys,5,179.2,18-02-2023,Mall of Istanbul,Male,57.0,Cash
I112080,C160625,Clothing,3,900.24,19-08-2022,Forum Istanbul,Male,47.0,Cash
I339038,C297518,Shoes,3,1800.51,29-01-2023,Forum Istanbul,Female,24.0,Debit Card
I122453,C263596,Shoes,4,2400.68,16-05-2021,Mall of Istanbul,Male,19.0,Credit Card
I570421,C180782,Shoes,1,600.17,01-01-2022,Metrocity,Female,21.0,Credit Card
I296659,C184678,Shoes,4,2400.68,22-01-2021,Kanyon,Male,55.0,Cash
I249003,C123701,Toys,1,35.84,07-12-2022,Metropol AVM,Male,53.0,Debit Card
I282013,C356491,Clothing,5,1500.4,27-05-2022,Emaar Square Mall,Female,40.0,Cash
I100837,C827434,Clothing,1,300.08,12-01-2023,Cevahir AVM,Male,65.0,Cash
I261639,C278657,Shoes,5,3000.85,11-07-2021,Istinye Park,Male,38.0,Cash
I156757,C246289,Cosmetics,5,203.3,14-04-2022,Zorlu Center,Female,36.0,Cash
I631363,C978236,Clothing,2,600.16,14-02-2021,Emaar Square Mall,Male,63.0,Cash
I215511,C134733,Food & Beverage,1,5.23,10-03-2022,Metropol AVM,Male,32.0,Credit Card
I208859,C296786,Toys,2,71.68,15-12-2022,Metropol AVM,Female,45.0,Credit Card
I262363,C251985,Books,5,75.75,28-07-2022,Istinye Park,Male,32.0,Cash
I959479,C258369,Clothing,5,1500.4,19-06-2022,Kanyon,Female,52.0,Debit Card
I594574,C316999,Clothing,2,600.16,20-09-2022,Metrocity,Female,56.0,Credit Card
I248487,C129645,Clothing,2,600.16,26-01-2023,Kanyon,Female,59.0,Credit Card
I307338,C495855,Shoes,2,1200.34,24-08-2021,Zorlu Center,Female,45.0,Credit Card
I569878,C284032,Clothing,5,1500.4,09-07-2022,Istinye Park,Female,20.0,Credit Card
I197827,C257896,Cosmetics,2,81.32,21-02-2021,Zorlu Center,Male,67.0,Credit Card
I327472,C182431,Clothing,5,1500.4,27-02-2023,Mall of Istanbul,Female,20.0,Cash
I263967,C116352,Clothing,3,900.24,15-12-2021,Istinye Park,Female,58.0,Cash
I286730,C234353,Clothing,3,900.24,16-11-2022,Viaport Outlet,Female,51.0,Credit Card
I133422,C703990,Clothing,5,1500.4,23-06-2021,Metrocity,Male,28.0,Debit Card
I328466,C309128,Clothing,4,1200.32,08-07-2022,Metrocity,Male,55.0,Cash
I884829,C104804,Clothing,2,600.16,03-03-2021,Istinye Park,Male,44.0,Cash
I240747,C210733,Clothing,5,1500.4,19-08-2021,Metrocity,Female,42.0,Debit Card
I222823,C135295,Clothing,1,300.08,22-05-2022,Mall of Istanbul,Male,43.0,Cash
I651177,C256119,Food & Beverage,3,15.69,03-02-2021,Zorlu Center,Female,30.0,Cash
I337809,C120264,Food & Beverage,5,26.15,17-01-2021,Emaar Square Mall,Female,31.0,Cash
I338406,C277225,Technology,5,5250.0,16-10-2021,Forum Istanbul,Female,38.0,Cash
I253633,C153836,Cosmetics,1,40.66,19-03-2022,Cevahir AVM,Male,49.0,Credit Card
I147551,C259233,Clothing,1,300.08,01-08-2021,Viaport Outlet,Male,54.0,Cash
I151477,C126845,Clothing,3,900.24,09-08-2021,Kanyon,Male,29.0,Cash
I117193,C209486,Clothing,4,1200.32,14-03-2021,Zorlu Center,Male,50.0,Debit Card
I298857,C104961,Shoes,2,1200.34,06-06-2021,Emaar Square Mall,Male,51.0,Cash
I130192,C511164,Clothing,1,300.08,14-04-2022,Mall of Istanbul,Female,66.0,Credit Card
I133114,C259341,Cosmetics,1,40.66,28-01-2023,Istinye Park,Male,32.0,Cash
I147075,C465660,Clothing,2,600.16,08-04-2021,Mall of Istanbul,Male,29.0,Credit Card
I328624,C145780,Food & Beverage,2,10.46,05-03-2023,Mall of Istanbul,Male,55.0,Credit Card
I129026,C208087,Food & Beverage,1,5.23,22-06-2021,Metropol AVM,Male,34.0,Credit Card
I448426,C217233,Clothing,5,1500.4,31-03-2021,Metrocity,Male,63.0,Debit Card
I836360,C270041,Clothing,4,1200.32,10-07-2021,Mall of Istanbul,Female,62.0,Cash
